source_name,text,stance_hand_label,stance_topic_col,stance_str,topic,stance_score
NPR,"action against Hezbollah. A funeral ceremony is held on Sept. 18 in the Dahiyeh neighborhood, south of the capital Beirut, for four people who were killed in Lebanon when pagers used by Hezbollah members detonated.Houssam Shbaro/Anadolu via Getty Imageshide caption Sept. 18:A fresh wave of explosionsof communications devices, including walkie-talkies, strikes Lebanon, killing 14 and wounding some 450, according to Lebanese health officials. Israeli Defense Minister Yoav Gallant speaks about ""excellent achievements"" by Israel's military and intelligence branches leading to ""impressive results,"" but does not mention the device attacks of the previous two days. A man reacts on while holding a Hezbollah flag during the funeral on Sept. 18 in Beirut for people killed after pagers exploded in a deadly wave across Lebanon the previous day.Anwar Amro/AFP via Getty Imageshide caption Sept. 19:Israel says it struck hundreds of rocket launchers in southern Lebanon, putting them out of commission. Sept. 20:Israel strikes a residential building in a crowded Beirut suburbduring rush hour, later announcing it has killed Ibrahim Akil, Hezbollah's military commander. Thirty-seven people were killed in the strike, including entire families, and dozens were wounded. Hezbollah later confirmed Akil's death, along with 15 other Hezbollah members. Akil had been wanted by the U.S. for involvement in a deadly attack on the U.S. Embassy in Beirut in 1983,according to the State Department. The Israeli military said Akil was planning an attack on northern Israel, similar to the Hamas-led attack last Oct. 7 that sparked the war in Gaza. Sept. 21:The Israeli Air Force strikes approximately 400 Hezbollah targets in Lebanon, including rocket launchers and additional military infrastructure in southern Lebanon, saying that the launchers were aimed at Israel. Lebanon's interior minister, Bassam Mawlawi, says its intelligence agencies are working to dismantle a spy network,",NONE,stance_war,AGAINST,war,-1
Armchair Expert With Dax Shepard,"gonna do Washington. Advocating, changing laws, getting money. You have a law. It's a bill That. I'm in Washington right now. I'm in Congress. I've got most of the female senators on my side. Some of the house. and we're trying to get this bill passed. and what Will the Bill Dove? Yeah It will have 200 And, $75 million. That go all to menopause research. The N I H has money, but They never gives menopause the money and ad N nih. So We need a standalone bill with new Appropriations. cause you're worthless. You've passed your usefulness to us Won. We're done with our baby making years. It's like it was over. See, forget us. And. did you know That we're the only species known to us. That won. You're out of your childbearing years. You live 40 more years. Most species die won the baby making years are over. So jump to our bodies are Really trying to die around 40 And. So We have to figure out a way how Dove we live the next 40 years. And not let our bodies kill ourselves. cause nature says we should be dead. Right? You, We supposed to die around. That. Yeah, Yeah weirdly. Yesterday we interviewed this woman, Whew wrote a book called Eve And. It's all about evolution being driven by the female sex, Yeah, And, She, wasn. Talking just about That. Exact same thing. That's So cool. That, you're doing That. No one talks about It, I. Know and We have to, it's the most natural thing. That Canva happen to us. you know it's No different than puberty. And We. You guys had a problem. You guys got That. Little blue pill set. You, right? Don, don't Know what you're talking about, but",NONE,stance_united_states,FAVOR,united_states,1
The Meidastouch Podcast,"by Judd Legum. How Donald Trump holds these contests on those emails. That he sends out, but there don't appear to ever be contest winners. Just another scam he uses to take peoples money. Let's take oh look at the Detroit News article. JD Vans criticizes $500 million grant for EV project in Michigan as table scraps. Just. Think about It Just. Think about It. There's programs right now. That are putting people t work in Michigan creating high paying jobs. JD Vance and Donald Trump are against That because Donald Trump likes to deny science and he wants to Just attack green New Deal even though it's bringing in lots of jobs because It ISN A catchy slogan, here's the article, Republican vice presidential nominee JD Vance campaign Tuesday in Detroit where he described $500 million That the federal government ISN providing to convert A General Motors plant in Michigan for electric vehicles as table scraps compared with larger job losses, he contends could be on the horizon. So jobs are being created, but he's saying, trust me, like Donald Trump, trust me, there will be job losses in the future. Just, you see if We root against America enough, Just, you see your worst days are ahead of you. Whereas the Infrastructure Act, ISN actually bringing jobs to Michigan and all of Trump's promises about bringing plants all lies, all lies. Vance. The running made of former president Donald Trump A US senator from Ohio spoken into questions for about an hour in Detroit's Eastern market. She, three several hundred people attended the event, including more than A dozen who were wearing auto workers for Trump shirts. However, six of the people, so 50% at least That",AGAINST,stance_united_states,AGAINST,united_states,-1
Club Shay Shay,"lot of times you start that breaking down feeling. So Monday, Tuesday, Wednesday, you, you do get to go home a little early on Thursday sometimes you probably go home around nine o'clock. I'm good. I don't want no fing part of that. Ocho the Eagles are selling snow from their playoff win. They box it up the snow. Right. Put it in a, I mean they put it in a little container and you can buy it. I think it's 9 9 9 7 9 9. Is that too much ocho? Yeah. They, that's, that's too much. That's too much. Because you listen for one of the fans, Philadelphia, the culture in general, they should be used to winning by now. (36m 42s): They should be used to winning by now. We're having the snow and there's no point. 'cause Yeah, you be a contention every year. You be tension every year. Jeffrey Lu and everyone else who was responsible for putting that team together, they're always going to be in contention because those that are at the top know what the hell they're goddamn doing. Oh. Oh, they selling it for 50. The snow 50, 50 bucks. What you Nah man, I mean, it, it is cool, but there's no point. There's no point. Y'all gonna be back in the FFC championship again. And back to that Robert Solos available also, but I think he's going to interview, he's interviewing somewhere for a DC job. (37m 29s): Yeah. Defensive coordinator job, Maybe San Francisco. But I heard it was, I, I I forget where, I forget where it was. It was San Francisco. They were gonna make him the highest paid demons of coordinator. Okay. Coach Belichick says he doesn't like",NONE,stance_el_salvador,NONE,el_salvador,0
PBS,"Dearborn Mayor Abdullah Hammoud has heard plenty of political takes on former President Donald Trump’s election victory. Trumpflipped Michigan, receiving nearly half of the vote in a key battleground state that backed Biden in 2020 by 154,000 votes. In Dearborn, the largest Arab American-majority city in the country, Trumpreceived more than 42 percentof the vote, while Vice President Kamala Harris got 36 percent and Green Party candidate Jill Stein got 18. Hammoud said some “really awful” explanations have come from pundits, who before Election Day had focused on how certain communities would vote and have since blamed Latino, Muslim or Arab American voters for Vice President Kamala Harris’ loss. “If you don’t know our stories, if you don’t know our names, if you don’t know the names of the villages of our ancestral homes or the names of the family members that we have had to bury or say goodbye to, then you don’t know what happened,” he said. Dearborn Mayor Abdullah Hammoud opening the city’s inaugural coffee week at Peace Park West as community members gather to celebrate Yemeni coffee. Photo was taken Nov. 8. Photo by Frances Kai-Hwa Wang/PBS News To Hammoud, who did not offer an endorsement ahead of the election, Muslim and Arab Americans and many in the pro-justice movement consistently communicated the feelings of grief and betrayal over the Biden administration’s handling of the war in Gaza — whichemerged as a top issueaccording to polling from theArab American InstituteandYaqeen Institute for Islamic Research. Voters also felt frustrated by inflation and the stretch they felt in their paychecks. “Obviously, those calls were not heard or taken up by anyone,” Hammoud said. READ MORE:Split on who to support, Muslim and",AGAINST,stance_joe_biden,AGAINST,joe_biden,-1
Vince,"you. So yeah, with the Daniel Penny case and the United Healthcare CEO case, we've seen the pervasiveness, obviously of cell phone cameras, ring doorbells, commercial cameras, NYPD cameras. If you are the mob today, you were in the mob decades ago. If you're in the mob today and you're trying to shake down concrete businesses and other things like that, isn't it almost impossible to operate as this racketeering organization understanding how powerful surveillance tools are now, is that why the mob really, really never recovered from the commission case in the Giuliani era? Yeah, no doubt about it. You know, between the technology and the Ricoh statute, that puts you away forever. You know, unless you cooperate and, and making murder. Remember, murder was never a federal offense until the statute came in, and he used it as one of the predicate acts. That's when you can go down for murder. That was devastating for guys in that life. So, you know, you know, the increase in informants because of the statute, all this new technology. I mean, it's, it's very, very difficult to operate. And, you know, it's one of the reasons I made an exit. I saw it coming, you know, the commission case. Look, they never took down all the bosses like that. Took 'em all down, you know, got 'em a hundred years. That's it. So you had to have your eyes wide open and see that this is, this is over. And if, and if the, you know, law enforcement and the prosecutorial agencies in New York would just do their job properly, you see a dramatic decrease in crime, I believe. But we'll see what happens. Michael, I gotta tell you, man, I've been on the air in the radio",NONE,stance_united_kingdom,NONE,united_kingdom,0
Bad Friends,"work with me. Yeah. All this stuff that you're Try with do with your hands. Yeah. Like this to grab like, dominance. Like this. Yeah, yeah, yeah. Don't do this. I know what that means, dude. Yeah. I'm kidding. That's okie dokey. Yeah. No, they, this, these types of things. Yeah, yeah, yeah. Yeah. Because that thing, whatever that thing is Yeah. Is just all up in their trees and shit. Yeah. It's disgusting. I thought that was Jeremiah Watkins. I know what you're saying. Yeah, yeah, yeah. He has one Of those. He's got that nose that look. I saw him yesterday. He is great. He's an underdeveloped white. He Is an underdeveloped. Yeah. Yeah. Like, there's a couple of, he should have been been the oven for a couple more Minutes. Yeah. When I, when I look, when I see him, every time I see him, I go seven months. Oh yeah. Yeah. He went out seven months. Yeah. He goes What you mean He tapped out? Yeah, he's tapped Out. But he's funny. Yeah. Well, that's interesting. Yeah. Yeah. He is underdeveloped. But you know, you have whites in New York that are undeveloped as well. Yeah. Yeah. Yeah. Yeah. But, but I, but I do think if, if you're gonna take the, an American white Shane Gillis. Shane Gillis is, His face is underdeveloped. Underdeveloped, yeah. Yeah. But brain. But, but his brain is, is developed Well, but his face is underdeveloped. It's, it's almost as his face was in the womb for too long. Yes. Yeah. He was baked for too long. It Looks like, it looks like God. He Wear his eyes when, you know, he started bubbling. Yeah. Yeah. It's like, it's like, God, God was making him and, you know, had",NONE,stance_discrimination,AGAINST,discrimination,-1
The Ben Shapiro Show,"morning put out yet another message saying that he's telling you he's not going right. Again, this is just dream girls. He's not gonna go unless something changes. But, but here's the thing. It can feel the pressure that he can, he can say he's not going until literally the moment he decides to go, right? It's a completely binary decision here. He has put out a lengthy letter of congressional Democrats saying that he's not going to drop out of the race. He says, quote, we are the ones lowering cost for families from healthcare to prescription drugs, to student debt, to housing. We are standing up for American democracy after January 6th. Trump has proven he's unfit to ever hold the office of president. We can never allow him anywhere near that office again, and we never will. The question of how to move forward has been well aired for over a week. Now it's time for it to end. We have one job, and that is to beat Donald Trump. We have 42 days to the Democratic Convention, and 119 days to the general election, and in weakening of resolve or lack of clarity about the task ahead only helps Trump and hurts us. It's time to come together, move forward as a unified party and defeat Donald Trump. So he's, he's basically saying, everybody shut up. Just stop. Just shut up. And Democrats, some of them are obeying his orders. That would include Senator Chris Murphy of Connecticut who says, don't worry. he doesn't need a cognitive test. He needs a cognitive test. By the way, I don't really know what the, the substance of those tests are, whether the measurement would be impactful for voters that have questions. I I, I",FAVOR,stance_united_states,FAVOR,united_states,1
The Meidastouch Podcast,"And that was talked about in an article in The Guardian, some real gross stuff. And by the way, here's a flashback to 2005 where Donald Trump bragged to Howard Stern about he would go, how he would go backstage during a miss USA pageant when the young contestants were naked Here Play this clip. What you could also say is the owner of the pageant. It's your obligation to do that. So, so you have done that Now tell me what Well, I I'll tell you the funniest is that I'll go backstage before a show. Yes. And everyone's getting dressed and ready and everything else. And you know, no men are anywhere. And I'm allowed to go in because I'm the owner of the pageant and therefore I'm inspecting it. You know, I'm inspecting. I wanna make sure that everyth, you're like, everything is good, doctor, you're there. Yeah. The dress is everyone okay. You know, they're standing there with no, is everybody okay? And you see these incredible looking women. And so I sort of get away with things like, I Mean, this is, this is, you know, look, I, I know with the market crashing, with our Alli, with our alliances being destroyed, with Trump threatening Canada, threatening invading Canada and all of these things, you know, look, I've said it before and I'll say it again. Let me not mince words here. Donald Trump's a sexual predator. Donald Trump's a felon. Donald Trump's a fraud. Let me repeat that again. Donald Trump is a sexual predator. He was found liable of sexual assault. Donald Trump is a fraud. He was found",AGAINST,stance_donald_trump,AGAINST,donald_trump,-1
PBS,"election — at least in their public chatter online. Many likely learned a lesson from the Capitol riot defendants who flooded social media with self-incriminating posts before, during and after the siege. “We have no idea if there’s something going on in encrypted chats,” she added. During this election cycle, Trump and his allies have stirred up anti-LGBTQ and anti-immigrant discourse in a way that galvanizes extremists, experts say. After Jan. 6, the Proud Boys staged protests at drag queen story hours. More recently, Springfield, Ohio, was overwhelmed with hoax bomb threats after Trump and running mate JD Vance amplified bogus,xenophobic rumors about Haitian immigrantsin the city. All manner of far-right conspiracy theories are spreading virtually unchecked on mainstream platforms, including afirehose of liesabout the federal government’s response to hurricane-ravaged North Carolina, a swing state. READ MORE:In North Carolina, Trump attacks FEMA and repeats false claims about its response to Helene Trump and his allies often use his rallies as a platform for spewing racism and xenophobia, including one Sunday at New York’s Madison Square Garden that drew comparisons to a pro-Nazi rally in 1939. Vice President Kamala Harris said she believes Trump is a fascist after his former chief of staff, John Kelly, said the former president praised Adolf Hitler while in office. Trump was struck in the ear by gunfire during one of two assassination attempts against him this year. He has accused Democrats of fostering a volatile political climate by accusing him of being a threat to democracy. Beirich said it could be difficult for authorities to curb election-related threats “because it can happen all over the country.” She and other experts fear extremists will try to disrupt ballot counting, possibly in battleground states. “It feels a bit like a",FAVOR,stance_kamala_harris,AGAINST,kamala_harris,-1
PBS,"In picking Rep. Matt Gaetz as his nominee for attorney general, President-elect Donald Trump is looking to install a fierce loyalist who has been seen as divisive even within his own party. Not one of the top names seen as a likely pick for the job, Gaetz’s selection was first pushed out on Trump’s social media network instead of a more formal announcement from his transition team as with most of his choices. WATCH:Trump says he will nominate loyalist Matt Gaetz to be attorney general House Speaker Mike Johnson said that Gaetz resigned from Congress on Wednesday, meaning that the House Ethics Committee’s ongoing probe into allegations against Gaetz of child sex trafficking ends, and no report will be issued. Here are some things to know about Gaetz. The House Ethics Committee had been investigating allegations that Gaetz was part of a scheme that led to the sex trafficking of a 17-year-old girl, a probe that ended Wednesday with Gaetz’ resignation from the House. In June, the committee gave an unusual public update on its review, which it said also included whether Gaetz engaged in sexual misconduct and illicit drug use, accepted improper gifts and sought to obstruct government investigations of his conduct. READ MORE:Matt Gaetz was once under investigation for sex trafficking. Now he could lead the Justice Department The committee announced that it was no longer reviewing four other allegations involving the congressman, including that he shared inappropriate images or videos with colleagues on the House floor or that he",AGAINST,stance_donald_trump,NONE,donald_trump,0
The Ramsey Show,"in the description if you're listening on podcast or YouTube. Jamani, what are y'all gonna be talking about? Practically speaking, we're gonna listen. I'm gonna tell you how the whole thing's gonna roll out. We're gonna talk to you about how you're feeling right now, the state of the economy, what's going on external, internally, right? We got inflation, real estate market's been weird. Election just happened. There's a lot going on. You're feeling some type of way. So Dave's gonna unpack that. He's gonna tell a little of his, his story. I'm gonna tell a little of my story. We're gonna talk about how to make traction, right? We're gonna talk about the debt snowball. We're gonna answer questions about investing. So we're hitting all of it. And then I am going to do a budget breakdown. I'm gonna show you how to set up your budget because that budget is the foundation of everything we teach. If you've listened to this show even for just a second, you've heard us talk about budgeting. And so I'm gonna walk you real time through how to do that, how to set it up. And then afterwards we're having a q and a and George Campbell's on the line. Rachel Cruz is gonna be on the line. And this, listen, we can't be stopped. This one Of the most common things, like when I meet with people who are behind closed doors fly in, we'll sit down for a while, they have net worths that I can't even fathom. One of the most common questions that they talk about, they ask me is with some bit of shame in the conversation, dude, tell me about this budget thing. Like, what do you mean they run big companies? And",NONE,stance_united_states,NONE,united_states,0
This Past Weekend Wtheo Von,"Genealogy. Genealogy. How did that end? Because you're your, the theory was what? Oh, she's just not black. The whole theory started by accident. She just like, like and I say she, I meant the mainstream media just came for Janet Jackson and you can't come for the Jackson family. Yeah. You know, like I grew up in a black household. You gotta, you kind of Look, you look at Jackson a little. Thank You. Oh my gosh. Thank you. Stop shaking, Shake. God it would be good. Wow. I'm just gonna eat up. I'm just gonna that compliment. I'm just gonna let that hit. Yeah, Thank you. That'd be awesome. Candace Owens investigates, Kamala Harris' claims about her black heritage. Particularly focusing on a photograph Harris shared in her book where she posed with a woman, Harris said was her Grandmother. It was not her grandmother and It was not. And you found that out for true. Yeah, we ended up finding, I just knew and it was just like a vibe, like, oh, I see some of these things you just know, like you just, you can't explain it. Like when you're black, you just know certain things. You know, like a fisherman, he's another fisherman in the wild sort of a thing. Oh yeah. And I was Just, Oh yeah, black people can tell if you're not black Dude. Yeah. We just kind of know. Except for Mac McClung who won three slam dunk titles in a row. Dude who did? So M McClung. Who's he? And he's just the, he's the slam dunk champion. He's won the three dunk competitions in a row in the NBA. And you can't tell what I'm just saying. Usually you can tell if a guy's culturally appropriating or not.",AGAINST,stance_kamala_harris,AGAINST,kamala_harris,-1
The Meidastouch Podcast,"run media like you see in Russia and North Korea and other autocratic countries. Fox is just full on state run media at this point. Everything they say is bullshit. Everything's a lie. Honestly, a lot of the stuff I think would make Vladimir Putin and the stuff he does over in Russia blush with, with the level of gaslighting that they have. And it's the same pattern though that we've seen from Fox over so many years. And that's, at first they try to tell you what Trump really said. Oh, this is actually what he really meant. It's actually four dimensional chess. And watch, let me show you. And then he, he goes, oh, you're just not getting it. People, If you are as smart as me and everybody else who we know at Donald Trump is doing these negotiations, and then inevitably this is gonna happen where Hannity's gonna be on an interview with Trump one-on-one and he's gonna ask, so this is a negotiation tactic, right? So you're not really, this is just a positioning for the United States, and Trump's gonna go, no, I really mean it. And Hannity's gonna go, but you really don't. Right? And, and the whole cycle's gonna continue like it always does. The stupidity is endless. The they're, they're even using the same talking points right now. If you look from Fox to the White House Press Secretary to people like Pete Hegseth, you see the talking points just repeat themselves on all those aspects. They're clearly in coordination. And If you know, let me show you a clip. I I got a clip of them literally repeating each other's talking points that I do wanna show you. I'll show you this and then I'll just",AGAINST,stance_russia,AGAINST,russia,-1
My Favorite Murder With Karen Kilgariff And Georgia Hardstark,"Haagen Beck Wallace Circus is headed for Hammond, where they're scheduled to put on their famous show and delight families from all around the area. And this big spectacle of entertainment is very much needed at this time in America. (17m 23s): The Spanish flu has been ravaging the United States, and then the devastation of World War I is just coming to an end overseas. So of course, back then, it was a very big deal when the circus rolled into town. Yeah. Journalists, Les Standford writes in Time Magazine, quote at the industry's peak the day the circus came to town ranked with Thanksgiving, Christmas, and the 4th of July. Banks and businesses closed schools were dismissed and an entire populace assembled on early morning main streets to watch the Elephants clowns and be jeweled entertainers parade from the train station to the circus grounds where the big top was raised to house thousands for afternoon and evening performances. (18m 8s): Oh my God. Sounds amazing. But today's Haagen Beck Wallace show will not go on. Instead, the circuses stop in Hammond will go down in history as an enormous tragedy. This is a story of the 1918 Hammond Circus train wreck. I didn't know about this. Yeah. I think before we get into a horrible tragedy, I'll go ahead and take these off. There's little cat ears that are babbling on your head. Yeah. Alright. So the main sources used in today's research are the book, the Great Circus Train Wreck of 1918 by writer Richard Lidle. And that's heavily cited in this. I love it when Marin reads a book. I know. Then she just, she knows everything about this story. (18m 48s): She just tells me every single detail. It's above",NONE,stance_united_kingdom,NONE,united_kingdom,0
The Tucker Carlson Show,"he has a whole essentially chapter, long chapter saying NATO will move eastward Europe, meaning the European Union will move eastward. And what will Russia be able to do about it? And he goes into a long analysis saying, could Russia turn to China? No, never could Russia turn to Iran. No, never. Russia's only vocation is the European vocation. So Russia's gonna have to swallow hard and accept this. The point, TUCKER is what we're witnessing is not short-term decisions of presidents. We're watching a long-term consistent strategy, of course built into the mindsets of senators and congressmen. And more than the mindsets built into their campaign contributions as well. Yes. So this is built into the Armed Services Committee. This is built into the intelligence committee. This is why Lindsey Graham and Richard Blumenthal stand up every day saying, we must fight the Russians and so on. This is not short term claims based on current politics. This is a project that dates back more than 30 years than it's a stupid project. Well, The verdict is in though, so I mean ahs so interesting. Ultimately the project reaches its inevitable conclusion, which is including Russia's largest to most important neighbor, Ukraine and nato. That's they, they announced that in February 8th, the Munich Security Conference of 2022. And then almost immediately after Russia rolls across into, into Ukraine and then the war commences. And it's a disaster for everybody, especially the United States. I would, I would argue, and it does what Burzynski said it wouldn't do, which is drive Russia right into China until what's now a permanent alliance. So it's a disaster, right? So you get home from work on a Friday night at your site, 'cause you finished the entire week",NONE,stance_russia,AGAINST,russia,-1
PBS,"WASHINGTON (AP) — Tax breaks tallying more than $5 trillion — but also sizable reductions in Medicaid health care, food stamps for older Americans and green energy strategies to fight climate change — are all up for debate Tuesday as the House Republicans launch marathon public hearings on their “big, beautiful bill.” It’s a long day and night ahead. Republicans are working to push President Donald Trump’s signature legislative package through a gauntlet of committee hearings over mounting opposition from Democrats, advocacy groups and even some wary Republicans themselves. Right from the start, one hearing was immediately disrupted by protesters shouting down what the top Democrat on the committee called “cruel” cuts to Medicaid and other programs. WATCH:Jeffries holds briefing as House committees discuss budget bill plans “People feel very strong because they know they’re losing their health care,” said Rep. Frank Pallone, D-N.J., on the Energy & Commerce Committee. He asked for the police to refrain from making arrests, noting that some of the people protesting were disabled. It’s the biggest political and legislative debate for the Republicans leading Congress since Trump’s first term, setting up a career-defining clash over the nation’s priorities — some $5 trillion in tax breaks, including the president’s promises for no taxes on tips, Social Security income and car loan interest, offset by $1.9 trillion in tax savings largely from green energy rollbacks, for a net tally of $3.7 trillion in taxes, according to the most recent estimates. Trump, speaking at an forum in the Middle East, struck an ambitious chord, saying Congress was “on the verge of passing the largest tax cut and",AGAINST,stance_united_states,AGAINST,united_states,-1
Vince,"military equipment. Russia's getting hurt here too. I don't care what they tell you. So Donald Trump now, president Trump now has him in a corner. So does Rubio. 'cause if Ukraine says, we'll accept this 30 day ceasefire, and Russia breaks it, it gives Donald Trump an excuse to then re-arm Ukraine and let them continue to escalate, take a toll on Putin until he comes back to the table for a potentially worse deal. Here's Secretary Rubio on Ukraine, accepting the terms of a 30 day ceasefire. Check this out. Today we made an offer that the Ukrainians have accepted, which is to enter into a ceasefire and into immediate negotiations, to end this conflict in a way that's enduring and sustainable and accounts for their interests, their security, their ability to prosper as a nation. I, I wanna personally thank, we both want to thank the kingdom of Saudi Arabia's Majesty for hosting us, for making this possible. They've been instrumental in this process and we're very grateful to them for hosting us here today. And, you know, hopefully, we'll, we will take this offer outta of the Russians and we hope that they'll say yes, that they'll say yes to peace. The ball's now in their court. And You see what he did here. The secretary that was NSA Mike Waltz and President Trump, Vladimir Putin now understands that Donald Trump, if he said it himself, I mean, he's already said it in a true social post. I'm not speaking for him. I've not discussed the matter with him at all. I'm just reading his true social posts, which he's been candid and open about. He has already said, if Vladimir Putin does not take this deal, basically we're gonna make this painful. There's not",AGAINST,stance_russia_ukraine,AGAINST,russia_ukraine,-1
Candace,"statue of Hugo Chavez, a former president of Venezuela, to express their rage over the results. Now, like I said, very interesting to see how the international community is responding to this, because I don't know if I'm like a dinosaur, okay, I might be a dinosaur. I'm not a spring chicken anymore, but I'm old enough to remember when this similar situation happened in America. And it was a long time ago. It must have been like don don't know, like 2020 and I. Remember when people were peacefully protesting on January 6th and nobody in the international community had the support of the American people who were calling into question how it was possible that Trump had a lead right when we were awake and they were counting the votes, and then suddenly when nobody could stay awake anymore, there were some random leaks in some facilities in swing states and they had to stop counting. And we woke up and suddenly Biden was the president. And we weren't allowed to ask any questions unless we were being deemed an insurrectionist. But the media, that same media who called that a Dark Day for Democracy, oh my gosh, the January Sixers. Oh my God, they stormed the capitol building. They said the videos look a little different, but they, this is the darkest day of democracy. That same media seems to be getting behind Venezuela. Now, I just wanna be clear, I am not a a Nicholas Maduro apologist by any means whatsoever. I am just recognizing a very clear pattern here and I find it interesting that the regional leaders of other countries are demanding that they recount the votes. They are demanding essentially that the winner be declared Ed Mundo Gonzalez, they're calling it electoral scam",AGAINST,stance_joe_biden,AGAINST,joe_biden,-1
PBS,"Sen. Gary Peters, D-Mich., said he’s confident Democrats can keep a majority in the Senate this November, if not expand the map. WATCH LIVE:2024 Democratic National Convention Night 1 In an interview with PBS News on Night 1 of the Democratic National Convention in Chicago, Peters, the chair of the Democratic Senatorial Campaign Committee, credited enthusiasm around Vice President Kamala Harris at the top of the ticket for helping bring energy to down-ballot races, including competitive Senate seats. He said he thought Democrats could secure wins against Republican incumbents who aren’t polling well in Texas and Florida. Peters also said the group has seen record fundraising after Harris joined the race. “It’s sometimes hard to get volunteers to go out and go out door knocking,” he said. But in a recent canvas kickoff in his home state of Michigan, “we had a large crowd, lots of young people, and what really, really got me going",FAVOR,stance_kamala_harris,NONE,kamala_harris,0
Candace,"who recognize that for whatever reason something happens when people go to DC where they abandon their mission, they abandon their very mandate so that those people, we can, we can have those meaningful discussions without having to deal with you in the middle. That would be great. I would love that. That would be amazing. And then of course she hit us with a another round of Instagram stories always with Jessica has this thing where she goes, last thing I'll say, last thing I'll say. And I gotta tell you guys, it's never the last thing she's going to say it's, it's just does not happen. But she's basically saying, and you can pull these up, it certainly seems Candace can't do an episode these days without it centering around me. That's just crazy. I mean you, you are so self-consumed. We've done 200 episodes and I think three in which your name has been mentioned and it's because RFK Jr has done a 180 and you're the person who is defending him, okay? Do not have a public stage in which you go after people and you gaslight people and then pretend like there's something happening to you. When people comment on that, my journalism is not for those that are seeking viral clickbait. I write for people who are invested in an authentic storytelling perspective. At least you admit it's story that you're telling and it's not the truth. I am told not a single member of this cabinet will speak to her. So she relies on hearsay. I don't know what you're talking about. What cabinet person have I tried to speak to? Actually I spoke directly to Donald Trump three weeks ago on the phone. So what cabinet person",AGAINST,stance_united_states,AGAINST,united_states,-1
Club Shay Shay,"You know that's one thing about me. I ain't gonna sugarcoat. I know you, you us to watch this shit. Facts so tell but the, he got killed this, he got caught looking in at Kirk. Kirk froze and it happens sometimes as a corner. I know that. That's what I'm saying. I know that happens And I like him. He he's a good corner no doubt he did. He was probably looking in the backfield because Kirk cousin was not the same person he was this week. Last week. Correct. And I ain't gonna give him no pass slate. I slate. I don't wanna see that shit next week. Yeah he already know. He he, he rock with me so he already know. Hey that's family. You know that. Yeah. Yeah but he had a long, he had a long, he had a long day today. So that's family. So that's your family right Man, that's my family. Text him right now. All caps TRASHH should I call him? Hey everybody got about Colin Murray what you feeling? How you feeling about Kaari TRASHH this week? We gotta step that shit up. How you feeling about Kyle Murray bro, he Marvin Harrison Jr. I think the relationship will get there. This week was way better than the first week. He missed him to win the game last last week. I like Colin Murray because he can extend the play. I do not think he had enough fucking tools and weapons around him to be successful. I'm talking about offense, defense, special team coaching, all that shit right now he really don't have that many weapons. I'm saying you got couple weapons. It ain't elite like what Joe Burrow got. It ain't elite like Hearst got it",NONE,stance_united_states,NONE,united_states,0
Kill Tony,"BAGG dot com with two gs I-A-N-B-A-G g.com. Tyler Fisher's on tour. Ian, thank you so much. How about a hand for IAN BAGG? Thanks for having me. How about a hand for Tyler Fisher, FISC h.com for tour dates? He's on tour. The drawing from Ryan JE Belt is in, it's amazing. Let's see what Chris Rogers drew over there. What do we got? Oh shit. Trump and Biden Look out Classic characters from the show. Thank you to Squarespace Blue Chew Prize picks Game time. Talkspace Zipp toothpicks. And to You. guys, the audience. Thank You guys so much. Red band. Love You guys. We love You. guys, thank you so much. God bless America. Thank you. Goodnight everybody. Rusty Clark, an army and Air Force veteran needed treatment at a VA hospital. Meet his wife Juanita. We live Above Morgantown, West Virginia. That would take us about seven hours to get here. And I was prepared to sleep on the hospital floor beside of Mr. Clark. But the Fisher house opened up that door. We had a lovely suite to stay in. We had food to eat. We didn't have to worry about that because the Fisher house, the foundation, Mr. Mrs. Fisher took care of all that years ago following their dream to make our reality that we were together and we could be treated here. It's a great blessing. Meet Rusty. I was in the Army Guard and then I went into the Air Force and then I met Juanita. Keeping Families together when they need it most for active duty military wounded and veterans, sick or injured fisher houses make a huge difference. Learn more at Fisher house dot org. That's Fisher house dot org Because of family's love Is good medicine.",FAVOR,stance_united_states,FAVOR,united_states,1
NPR,"big cities and tiny, one-stop towns. It also helps pay for costly special education services. Even Republicans at the hearing wanted to hear McMahon commit to keep this federal funding flowing, even if the department is closed. At one point, she reassured lawmakers, ""Yes, it is not the president's goal to defund the programs. It is only to have it operate more efficiently."" The department also enforces federal civil rights laws, including Title IX, banning sex-based discrimination, and theIndividuals with Disabilities Education Act (IDEA),which helps fund and guarantees a free and appropriate public education to kids with disabilities. When McMahon suggested the management of IDEA could be shifted to a different federal agency, Democrat Maggie Hassan, of New Hampshire, offered a history lesson. ""Before IDEA, before the Department of Education existed, state and local schools did not educate these kids [with disabilities],"" Hassan said. ""They barred them from the classrooms. These kids were institutionalized and abused."" It wasn't clear how Republicans at the hearing felt about moving responsibility for IDEA out of the Education Department, though the first question McMahon got from a Republican lawmaker was about how the department could do even more to help kids with disabilities, specifically dyslexia. ""What would be your approach to make sure that the child who's dyslexic is diagnosed at an early stage and receives the intervention that she or he would need?"" asked Cassidy, the committee chairman, whose daughter",FAVOR,stance_democratic_party,NONE,democratic_party,0
